ID;Diện tích;Khoảng giá;Số phòng ngủ;Số phòng tắm, vệ sinh;Pháp lý;Nội thất;Ngày hết hạn;Mặt tiền;Gần bệnh viện;Gần chợ;Gần trường học;Cao tầng;Quy hoạch;Phường;Quận;Giá m2
10486;332,5;82,0;5;5;Không rõ;Nội thất cao cấp;14/03/2026;0;0;0;0;1;0;Phường 14;Tân Bình;0,246617
10487;210,0;64,0;5;5;Sổ riêng;Không rõ;14/03/2026;1;0;0;0;0;0;Phường 10;Quận 1;0,304762
10488;170,1;165,0;4;4;Sổ riêng;Không rõ;14/03/2026;1;0;0;0;1;0;Phường Cầu Ông Lãnh;Quận 1;0,970018
10489;30,0;1,75;2;2;Hợp đồng mua bán;Full nội thất;14/03/2026;0;1;1;1;1;0;Phường Tân Tạo;Bình Tân;0,058333
10490;130,0;6,8;4;4;Sổ riêng;Không rõ;14/03/2026;1;1;1;1;1;0;Phường Tân Chánh Hiệp;Quận 1;0,052308
10491;92,0;6,98;4;4;Sổ riêng;Nội thất cơ bản;13/03/2026;0;0;0;0;0;0;Phường Tân Chánh Hiệp;Quận 1;0,07587
10492;4748,0;249,0;220;3;Sổ riêng;Không nội thất;14/03/2026;0;0;0;1;1;0;Phường Tân Thới Nhất;Quận 1;0,052443
10493;290,0;67,5;3;3;Sổ riêng;Nội thất cơ bản;14/03/2026;1;0;1;1;1;0;Phường 14;Tân Bình;0,232759
10494;285,0;22,8;5;5;Sổ riêng;Không rõ;14/03/2026;0;0;0;0;1;1;Phường 13;Bình Thạnh;0,08
10495;65,0;8,5;4;4;Sổ riêng;Full nội thất;14/03/2026;1;1;1;1;1;0;Phường 5;Quận 6;0,130769
10496;61,0;6,95;4;4;Sổ riêng;Full nội thất;14/03/2026;0;1;1;0;1;0;Phường An Phú Đông;Quận 1;0,113934
10497;90,8;4,2;3;2;Sổ riêng;Không rõ;14/03/2026;0;0;1;1;0;0;Phường Phú Thuận;Quận 7;0,046256
10498;70,0;16,6;4;5;Sổ riêng;Full nội thất;14/03/2026;0;1;1;1;1;0;Phường 14;Tân Bình;0,237143
10499;157,0;28,8;7;4;Sổ riêng;Không rõ;14/03/2026;1;0;0;0;1;0;Phường 8;Phú Nhuận;0,183439
10500;55,0;23,0;3;3;Sổ riêng;Không nội thất;14/03/2026;0;0;0;0;1;0;Phường 19;Bình Thạnh;0,418182
10501;95,0;9,5;3;2;Sổ riêng;Không rõ;14/03/2026;0;0;0;0;0;0;Phường Đông Hưng Thuận;Quận 1;0,1
10502;100,0;5,48;2;1;Sổ riêng;Không rõ;14/03/2026;0;1;0;0;1;0;Phường Tân Chánh Hiệp;Quận 1;0,0548
10503;120,0;4,02;4;3;Sổ riêng;Không rõ;14/03/2026;0;0;0;1;1;0;Xã Nhơn Đức;Nhà Bè;0,0335
10504;300,0;315,0;5;5;Sổ riêng;Không rõ;14/03/2026;0;0;0;0;1;0;Phường Nguyễn Cư Trinh;Quận 1;1,05
10505;110,0;6,05;4;3;Sổ riêng;Không rõ;14/03/2026;0;0;0;1;1;0;Xã Nhơn Đức;Nhà Bè;0,055
10506;105,0;6,0;4;3;Sổ riêng;Không rõ;14/03/2026;0;0;0;1;1;0;Xã Nhơn Đức;Nhà Bè;0,057143
10507;130,0;5,2;3;2;Không rõ;Không rõ;14/03/2026;0;0;1;0;0;0;Xã Bà Điểm;Hóc Môn;0,04
10508;80,0;7,0;3;3;Sổ riêng;Không rõ;14/03/2026;0;1;1;1;1;0;Phường Phú Mỹ;Quận 7;0,0875
10509;60,0;6,9;4;4;Sổ riêng;Full nội thất;14/03/2026;1;0;1;1;1;0;Phường Sơn Kỳ;Tân Phú;0,115
10510;72,0;3,75;2;2;Sổ riêng;Không rõ;14/03/2026;0;0;1;0;0;0;Xã Xuân Thới Thượng;Hóc Môn;0,052083
10511;100,0;5,5;4;3;Sổ riêng;Không rõ;13/03/2026;0;0;0;0;1;0;Phường Trung Mỹ Tây;Quận 1;0,055
10512;205,0;8,65;4;4;Không rõ;Không rõ;14/03/2026;1;0;0;0;0;0;Phường Bình Hưng Hòa B;Bình Tân;0,042195
10513;220,0;20,8;37;37;Sổ riêng;Full nội thất;14/03/2026;0;0;0;0;1;0;Phường Bình Hưng Hòa;Bình Tân;0,094545
10514;70,0;8,9;4;4;Sổ riêng;Full nội thất;14/03/2026;0;0;0;0;0;0;Phường Tân Hưng;Quận 7;0,127143
10515;100,0;5,3;3;2;Sổ riêng;Không rõ;14/03/2026;0;0;0;1;0;0;Phường Tân Chánh Hiệp;Quận 1;0,053
10516;40,0;4,48;4;3;Sổ riêng;Không rõ;14/03/2026;0;0;1;1;1;0;Phường Hiệp Thành;Quận 1;0,112
10517;60,0;6,5;3;4;Sổ riêng;Full nội thất;14/03/2026;1;1;0;0;1;0;Phường An Phú Đông;Quận 1;0,108333
10518;500,0;60,0;4;4;Sổ riêng;Không rõ;14/03/2026;1;0;0;0;0;0;Phường Tân Thuận Đông;Quận 7;0,12
10519;118,0;3,8;3;2;Hợp đồng mua bán;Không nội thất;14/03/2026;0;0;0;0;0;0;Phường 2;Quận 8;0,032203
10520;76,0;9,5;3;3;Sổ riêng;Không rõ;14/03/2026;1;0;1;0;1;0;Xã Bà Điểm;Hóc Môn;0,125
10521;168,7;155,0;4;4;Sổ riêng;Không rõ;14/03/2026;1;0;0;0;1;0;Phường 1;Tân Bình;0,918791
10522;300,0;85,0;5;5;Sổ riêng;Không rõ;14/03/2026;0;0;0;0;1;0;Phường 12;Quận 1;0,283333
10523;316,0;170,0;5;5;Không rõ;Không rõ;14/03/2026;1;0;0;0;1;0;Phường 11;Quận 3;0,537975
10524;57,0;5,6;2;2;Sổ riêng;Không rõ;14/03/2026;1;0;1;0;1;0;Phường Hiệp Bình Chánh;Thủ Đức;0,098246
10525;130,0;24,0;17;4;Không rõ;Full nội thất;14/03/2026;0;0;0;0;1;0;Phường 3;Tân Bình;0,184615
10526;275,0;45,0;4;4;Sổ riêng;Full nội thất;14/03/2026;0;0;0;0;1;0;Phường Trường Thọ;Thủ Đức;0,163636
10527;49,0;6,8;3;4;Sổ riêng;Không rõ;14/03/2026;0;0;0;0;1;0;Phường 5;Quận 6;0,138776
10528;170,0;19,8;3;2;Không rõ;Không rõ;14/03/2026;0;0;0;0;0;0;Phường Cát Lái;Thủ Đức;0,116471
10529;270,0;100,0;5;5;Không rõ;Không rõ;14/03/2026;1;0;0;0;1;0;Phường Võ Thị Sáu;Quận 3;0,37037
10530;370,0;99,0;5;5;Sổ riêng;Không rõ;14/03/2026;1;0;0;0;1;0;Phường Đa Kao;Quận 1;0,267568
10531;133,5;6,1;4;4;Sổ riêng;Không rõ;14/03/2026;1;0;0;0;1;1;Phường Trường Thạnh;Thủ Đức;0,045693
10532;212,5;160,0;5;5;Không rõ;Không rõ;14/03/2026;0;0;0;0;1;0;Phường Nguyễn Thái Bình;Quận 1;0,752941
10533;157,0;11,5;4;4;Sổ riêng;Full nội thất;14/03/2026;0;0;0;0;0;0;Phường Thảo Điền;Thủ Đức;0,073248
10534;106,0;2,3;3;2;Sổ riêng;Không rõ;11/03/2026;1;0;0;0;0;0;Xã Bình Mỹ;Củ Chi;0,021698
10535;140,0;25,0;4;5;Sổ riêng;Không rõ;11/03/2026;0;1;1;0;1;0;Phường 7;Phú Nhuận;0,178571
10536;80,0;13,2;3;3;Sổ riêng;Không rõ;12/03/2026;0;0;0;0;1;0;Phường An Phú;Thủ Đức;0,165
10537;60,0;3,95;2;2;Sổ riêng;Không rõ;14/03/2026;0;0;1;1;0;1;Xã Bà Điểm;Hóc Môn;0,065833
10538;101,0;11,5;2;2;Sổ riêng;Nội thất cơ bản;12/03/2026;1;0;0;0;0;0;Phường Hiệp Bình Chánh;Thủ Đức;0,113861
10539;176,0;33,0;4;4;Sổ riêng;Không rõ;14/03/2026;0;1;1;1;1;0;Phường 10;Phú Nhuận;0,1875
10540;143,0;2,5;3;2;Sổ riêng;Không rõ;12/03/2026;1;0;0;0;0;1;Xã Tân Thạnh Đông;Củ Chi;0,017483
10541;65,0;7,2;5;6;Sổ riêng;Full nội thất;14/03/2026;0;0;0;0;1;0;Phường Linh Đông;Thủ Đức;0,110769
10542;45,0;4,6;4;3;Sổ chung;Không rõ;14/03/2026;1;0;1;0;1;0;Phường Tân Thới Nhất;Quận 1;0,102222
10543;144,0;6,7;3;2;Sổ riêng;Không rõ;14/03/2026;1;1;0;0;0;0;Phường Thới An;Quận 1;0,046528
10544;195,0;39,9;3;2;Sổ riêng;Không rõ;14/03/2026;1;0;0;0;0;1;Phường 4;Tân Bình;0,204615
10545;420,0;15,0;4;4;Sổ riêng;Không rõ;14/03/2026;1;0;1;0;0;0;Xã Xuân Thới Thượng;Hóc Môn;0,035714
10546;400,0;14,0;4;2;Sổ riêng;Nội thất cơ bản;14/03/2026;1;0;1;0;0;0;Xã Xuân Thới Thượng;Hóc Môn;0,035
10547;94,0;4,9;3;2;Sổ riêng;Không rõ;14/03/2026;1;0;1;0;0;0;Xã Bà Điểm;Hóc Môn;0,052128
10548;85,0;8,5;4;3;Sổ riêng;Nội thất cơ bản;14/03/2026;1;0;1;0;0;0;Xã Bà Điểm;Hóc Môn;0,1
10549;203,0;20,3;5;5;Sổ riêng;Không rõ;12/03/2026;0;0;0;0;1;0;Xã Phong Phú;Bình Chánh;0,1
10550;90,0;4,8;3;2;Sổ riêng;Không rõ;14/03/2026;1;0;1;0;0;0;Xã Bà Điểm;Hóc Môn;0,053333
10551;173,4;7,5;3;2;Sổ riêng;Nội thất cơ bản;14/03/2026;1;0;1;0;0;0;Xã Bà Điểm;Hóc Môn;0,043253
10552;150,0;4,65;3;2;Sổ riêng;Không rõ;14/03/2026;1;0;1;0;0;0;Xã Xuân Thới Thượng;Hóc Môn;0,031
10553;76,5;8,5;4;3;Sổ riêng;Nội thất cơ bản;14/03/2026;1;0;0;0;1;0;Phường Tân Hưng;Quận 7;0,111111
10554;97,0;3,9;2;2;Sổ riêng;Không nội thất;10/03/2026;0;0;0;0;0;0;Phường Phú Thuận;Quận 7;0,040206
10555;69,0;3,5;2;2;Sổ riêng;Nội thất cơ bản;10/03/2026;0;0;0;0;0;0;Phường Phú Thuận;Quận 7;0,050725
10556;300,0;23,0;5;5;Sổ riêng;Không rõ;14/03/2026;1;0;0;0;1;0;Phường Linh Đông;Thủ Đức;0,076667
10557;92,0;4,2;2;2;Sổ riêng;Nội thất cơ bản;10/03/2026;0;0;0;0;1;0;Phường Phú Thuận;Quận 7;0,045652
10558;73,0;9,2;2;2;Sổ riêng;Full nội thất;14/03/2026;0;1;1;1;1;0;Phường An Phú;Thủ Đức;0,126027
10559;78,0;3,1;3;3;Hợp đồng mua bán;Full nội thất;14/03/2026;0;0;0;0;0;0;Xã Phong Phú;Bình Chánh;0,039744
10560;36,0;5,3;4;3;Sổ riêng;Nội thất cơ bản;14/03/2026;0;0;1;0;1;0;Phường 15;Quận 8;0,147222
10561;253,0;95,0;5;5;Không rõ;Nội thất cao cấp;14/03/2026;1;0;0;0;1;0;Phường 8;Quận 5;0,375494
10562;56,0;7,7;3;4;Không rõ;Nội thất cơ bản;14/03/2026;1;1;1;0;1;0;Phường 15;Quận 8;0,1375
10563;102,5;20,5;3;2;Sổ riêng;Không rõ;14/03/2026;1;1;1;1;0;0;Phường  Thạnh Mỹ Lợi;Thủ Đức;0,2
10564;50,0;6,95;4;5;Sổ riêng;Không rõ;14/03/2026;0;1;0;0;1;0;Phường Thới An;Quận 1;0,139
10565;90,0;18,0;3;2;Sổ riêng;Không rõ;14/03/2026;1;1;1;1;0;0;Phường  Thạnh Mỹ Lợi;Thủ Đức;0,2
10566;89,7;4,0;4;3;Sổ riêng;Không rõ;12/03/2026;0;0;0;0;1;0;Xã Phú Xuân;Nhà Bè;0,044593
10567;69,0;5,3;4;2;Sổ riêng;Không rõ;14/03/2026;1;0;0;0;1;0;Phường Đông Hưng Thuận;Quận 1;0,076812
10568;255,0;70,0;5;5;Không rõ;Không rõ;14/03/2026;1;0;0;0;1;0;Phường 1;Quận 3;0,27451
10569;65,0;10,0;4;3;Sổ riêng;Full nội thất;14/03/2026;1;1;1;1;0;0;Phường 26;Bình Thạnh;0,153846
10570;455,0;48,0;5;5;Không rõ;Không rõ;14/03/2026;1;0;0;0;1;0;Phường Hòa Thạnh;Tân Phú;0,105495
10571;240,0;25,0;5;5;Sổ riêng;Không rõ;14/03/2026;0;0;1;1;1;0;Phường 25;Bình Thạnh;0,104167
10572;215,0;52,0;5;5;Sổ riêng;Không rõ;14/03/2026;1;0;0;0;1;0;Phường 6;Bình Thạnh;0,24186
10573;264,0;105,0;42;5;Không rõ;Full nội thất;14/03/2026;0;0;0;0;1;0;Phường 15;Phú Nhuận;0,397727
10574;84,0;11,0;2;2;Hợp đồng mua bán;Full nội thất;14/03/2026;0;1;0;1;0;0;Phường Tân Phú;Quận 7;0,130952
10575;240,0;98,0;5;5;Sổ riêng;Không rõ;14/03/2026;0;0;0;0;1;0;Phường An Khánh;Thủ Đức;0,408333
10576;68,0;12,9;3;3;Sổ riêng;Nội thất cao cấp;14/03/2026;1;0;0;0;1;0;Phường 9;Phú Nhuận;0,189706
10577;61,0;3,2;2;2;Sổ riêng;Full nội thất;14/03/2026;0;1;1;1;0;0;Phường Bình Chiểu;Thủ Đức;0,052459
10578;80,0;8,8;4;4;Sổ riêng;Full nội thất;12/03/2026;0;0;0;0;0;0;Xã Nhơn Đức;Nhà Bè;0,11
10579;38,0;5,97;3;3;Sổ riêng;Full nội thất;12/03/2026;0;0;0;0;1;0;Phường 12;Gò Vấp;0,157105
10580;116,1;2,6;3;2;Sổ riêng;Không rõ;12/03/2026;1;0;0;0;0;0;Xã Tân Thạnh Tây;Củ Chi;0,022394
10581;100,0;19,5;3;2;Sổ riêng;Nội thất cao cấp;14/03/2026;1;0;0;0;0;0;Phường 13;Bình Thạnh;0,195
10582;358,0;58,0;4;4;Sổ riêng;Không rõ;14/03/2026;0;0;0;0;1;0;Phường Thảo Điền;Thủ Đức;0,162011
10583;130,0;31,0;4;5;Sổ riêng;Full nội thất;14/03/2026;0;0;0;0;1;0;Phường An Khánh;Thủ Đức;0,238462
10584;108,0;28,5;6;3;Sổ riêng;Không rõ;14/03/2026;0;0;0;1;1;0;Phường 6;Tân Bình;0,263889
10585;250,0;80,0;6;8;Sổ riêng;Full nội thất;14/03/2026;0;0;0;0;1;0;Phường Thảo Điền;Thủ Đức;0,32
10587;110,0;2,4;3;2;Sổ riêng;Không rõ;14/03/2026;0;0;0;0;0;0;Xã Bình Mỹ;Củ Chi;0,021818
10588;175,0;7,5;2;2;Sổ riêng;Full nội thất;28/04/2026;0;0;0;0;0;0;Thị trấn Tân Túc;Bình Chánh;0,042857
10589;85,0;6,0;3;2;Sổ riêng;Full nội thất;14/03/2026;0;0;1;1;1;0;Phường Bình Khánh;Thủ Đức;0,070588
10590;104,0;8,8;7;7;Sổ riêng;Nội thất cơ bản;14/03/2026;1;0;1;1;1;0;Phường Phú Mỹ;Quận 7;0,084615
10591;60,0;15,5;5;5;Sổ riêng;Nội thất cao cấp;14/03/2026;0;0;0;0;1;0;Phường 13;Quận 3;0,258333
10592;57,0;13,0;6;4;Sổ riêng;Nội thất cơ bản;14/03/2026;1;0;1;1;1;0;Phường 2;Tân Bình;0,22807
10593;120,0;12,0;3;2;Sổ riêng;Không rõ;14/03/2026;1;0;0;0;0;0;Phường Tân Tạo A;Bình Tân;0,1
10594;75,0;15,5;4;2;Sổ riêng;Nội thất cao cấp;14/03/2026;1;0;0;0;1;0;Phường 19;Bình Thạnh;0,206667
10595;68,0;8,5;2;2;Sổ riêng;Không rõ;14/03/2026;1;1;1;1;0;0;Phường Bình Trị Đông B;Bình Tân;0,125
10596;104,0;23,5;4;3;Sổ riêng;Không rõ;14/03/2026;1;0;0;0;1;0;Phường Đa Kao;Quận 1;0,225962
10597;33,0;3,38;2;2;Sổ riêng;Không rõ;14/03/2026;0;0;1;0;0;0;Phường Bình Hưng Hòa B;Bình Tân;0,102424
10598;81,0;9,4;6;6;Sổ riêng;Full nội thất;14/03/2026;1;0;0;0;1;0;Phường 12;Phú Nhuận;0,116049
10599;144,0;29,5;3;2;Sổ riêng;Không rõ;14/03/2026;1;0;0;0;0;0;Phường Bến Thành;Quận 1;0,204861
10600;73,91;4,56;2;2;Hợp đồng mua bán;Nội thất cao cấp;14/03/2026;0;0;0;0;0;0;Phường Long Bình;Thủ Đức;0,061697
10601;74,0;4,5;2;2;Hợp đồng mua bán;Nội thất cơ bản;14/03/2026;0;0;0;0;0;0;Phường Long Bình;Thủ Đức;0,060811
10602;40,0;3,9;2;2;Không rõ;Không rõ;14/03/2026;0;0;0;0;1;0;Phường Tân Sơn Nhì;Tân Phú;0,0975
10603;102,5;35,0;4;3;Sổ riêng;Không rõ;14/03/2026;1;0;0;0;1;0;Phường Thạnh Mỹ Lợi;Thủ Đức;0,341463
10604;71,0;8,7;3;5;Sổ riêng;Nội thất cơ bản;14/03/2026;0;0;1;0;1;1;Phường Hiệp Bình Chánh;Thủ Đức;0,122535
10605;56,0;5,65;3;2;Sổ riêng;Full nội thất;14/03/2026;0;0;1;0;1;0;Phường Bình Hưng Hòa;Bình Tân;0,100893
10606;58,0;9,3;4;4;Sổ riêng;Nội thất cơ bản;14/03/2026;0;0;0;0;1;0;Phường Thạnh Mỹ Lợi;Thủ Đức;0,160345
10607;114,0;9,4;6;4;Sổ riêng;Full nội thất;11/03/2026;1;0;1;1;1;0;Phường Tam Bình;Thủ Đức;0,082456
10608;75,0;6,8;5;5;Sổ riêng;Full nội thất;11/03/2026;1;0;0;0;1;0;Phường Tân Kiểng;Quận 7;0,090667
10609;103,5;5,0;3;2;Sổ riêng;Không rõ;11/03/2026;0;0;1;1;0;0;Phường Tân Thuận Tây;Quận 7;0,048309
10610;95,0;6,3;3;2;Sổ riêng;Không rõ;12/03/2026;0;0;0;0;0;0;Xã Phước Kiển;Nhà Bè;0,066316
10611;78,0;11,5;2;2;Sổ riêng;Không rõ;14/03/2026;1;0;0;0;0;0;Phường 14;Tân Bình;0,147436
10612;42,0;4,7;2;2;Sổ riêng;Full nội thất;12/03/2026;0;0;0;0;1;0;Phường 16;Gò Vấp;0,111905
10613;100,0;20,0;9;9;Sổ riêng;Không rõ;14/03/2026;1;0;1;0;1;0;Phường Tân Quý;Tân Phú;0,2
10614;40,0;3,85;2;2;Sổ riêng;Full nội thất;14/03/2026;0;0;1;1;1;0;Phường 11;Bình Thạnh;0,09625
10615;145,0;39,0;4;4;Sổ riêng;Không rõ;14/03/2026;1;0;0;0;1;0;Phường 12;Bình Thạnh;0,268966
10616;65,0;9,9;3;3;Sổ riêng;Không rõ;11/03/2026;1;0;1;0;0;0;Phường 14;Tân Bình;0,152308
10617;65,0;15,5;7;4;Sổ riêng;Nội thất cao cấp;14/03/2026;0;0;0;0;1;0;Phường Đa Kao;Quận 1;0,238462
10618;82,0;29,99;3;4;Sổ riêng;Nội thất cao cấp;14/03/2026;1;0;0;0;1;0;Phường Tân Định;Quận 1;0,365732
10619;75,0;5,6;5;4;Không rõ;Không rõ;14/03/2026;0;0;0;0;1;0;Phường Tân Chánh Hiệp;Quận 1;0,074667
10620;52,0;9,5;3;3;Sổ riêng;Full nội thất;11/03/2026;0;0;0;0;1;0;Phường 17;Gò Vấp;0,182692
10621;45,0;3,55;2;3;Sổ riêng;Nội thất cơ bản;14/03/2026;0;0;1;1;1;0;Phường Đông Hưng Thuận;Quận 1;0,078889
10622;132,0;15,0;3;2;Hợp đồng mua bán;Không nội thất;14/03/2026;0;0;0;0;0;0;Phường Tân Thuận Tây;Quận 7;0,113636
10623;70,0;16,9;9;3;Sổ riêng;Không rõ;14/03/2026;0;0;0;0;1;0;Phường Võ Thị Sáu;Quận 3;0,241429
10624;130,0;22,9;11;11;Sổ riêng;Nội thất cao cấp;14/03/2026;0;0;0;0;1;0;Phường 7;Phú Nhuận;0,176154
10625;100,0;5,0;4;3;Sổ riêng;Không rõ;14/03/2026;0;0;1;0;1;0;Phường Đông Hưng Thuận;Quận 1;0,05
10626;40,0;6,59;3;3;Sổ riêng;Full nội thất;14/03/2026;1;0;0;0;1;0;Phường 14;Gò Vấp;0,16475
10627;55,0;4,18;3;2;Sổ riêng;Không rõ;12/03/2026;0;0;1;0;0;1;Phường Hiệp Thành;Quận 1;0,076
10628;50,0;5,29;2;1;Sổ riêng;Không rõ;14/03/2026;0;0;0;0;0;0;Phường 10;Tân Bình;0,1058
10629;100,0;5,3;4;3;Sổ riêng;Không rõ;14/03/2026;1;0;1;1;1;0;Phường Linh Xuân;Thủ Đức;0,053
10630;94,0;6,2;3;2;Sổ riêng;Full nội thất;14/03/2026;0;0;0;0;0;0;Phường Tân Thới Nhất;Quận 1;0,065957
10631;84,0;7,0;3;2;Sổ riêng;Không rõ;14/03/2026;1;0;0;0;0;0;Phường Đông Hưng Thuận;Quận 1;0,083333
10632;70,0;7,5;4;3;Sổ riêng;Không rõ;14/03/2026;0;0;0;0;1;0;Phường Tân Thới Nhất;Quận 1;0,107143
10633;26,0;8,4;3;4;Sổ riêng;Nội thất cơ bản;14/03/2026;0;0;1;0;1;0;Phường Cầu Kho;Quận 1;0,323077
10634;160,0;5,0;3;2;Sổ riêng;Không rõ;12/03/2026;1;0;0;0;0;0;Xã Long Thới;Nhà Bè;0,03125
10635;51,0;8,5;3;3;Sổ riêng;Không rõ;12/03/2026;0;0;0;0;1;0;Phường 12;Quận 1;0,166667
10636;58,0;5,2;3;3;Sổ riêng;Không rõ;14/03/2026;0;0;0;0;1;0;Phường Bình Hưng Hòa A;Bình Tân;0,089655
10637;58,2;3,6;1;1;Sổ riêng;Full nội thất;26/04/2026;1;0;0;1;0;1;Phường Long Phước;Thủ Đức;0,061856
10638;497,5;38,5;4;4;Sổ riêng;Không rõ;12/03/2026;1;1;1;0;0;0;Phường Tăng Nhơn Phú A;Thủ Đức;0,077387
10639;102,8;5,4;2;1;Sổ riêng;Nội thất cơ bản;27/03/2026;0;0;1;0;0;0;Phường Long Trường;Thủ Đức;0,052529
10640;75,0;10,5;4;2;Không rõ;Không rõ;14/03/2026;1;0;0;0;1;0;Phường 12;Gò Vấp;0,14
10641;65,0;9,5;5;3;Sổ riêng;Không rõ;14/03/2026;1;0;0;0;1;0;Phường 13;Tân Bình;0,146154
10642;71,0;18,2;6;4;Sổ riêng;Full nội thất;14/03/2026;0;0;0;0;1;0;Phường 22;Bình Thạnh;0,256338
10643;57,6;2,85;2;2;Sổ riêng;Nội thất cơ bản;12/03/2026;0;1;1;1;0;0;Phường Tân Thới Nhất;Quận 1;0,049479
10644;26,7;6,05;3;4;Sổ riêng;Không rõ;10/03/2026;1;0;0;0;1;0;Phường 1;Bình Thạnh;0,226592
10645;38,0;8,4;2;3;Sổ riêng;Nội thất cơ bản;14/03/2026;0;1;1;0;1;0;Phường 15;Phú Nhuận;0,221053
10646;228,0;26,8;3;3;Sổ riêng;Không rõ;12/03/2026;1;0;1;1;1;0;Phường Bình Trị Đông B;Bình Tân;0,117544
10647;34,0;3,7;3;2;Sổ riêng;Full nội thất;12/03/2026;0;0;0;0;0;0;Phường Tân Phú;Thủ Đức;0,108824
10648;110,0;5,05;3;3;Sổ riêng;Full nội thất;14/03/2026;0;0;0;0;0;0;Phường Tân Hưng;Quận 7;0,045909
10649;27,0;4,35;4;3;Sổ riêng;Nội thất cơ bản;11/03/2026;0;0;0;0;1;0;Phường 2;Quận 8;0,161111
10650;40,0;7,25;4;4;Sổ riêng;Không rõ;12/03/2026;1;1;1;1;1;0;Phường An Lạc A;Bình Tân;0,18125
10651;32,0;5,68;4;3;Sổ riêng;Full nội thất;14/03/2026;0;0;0;0;1;0;Phường 8;Quận 1;0,1775
10652;450,0;100,0;5;5;Sổ riêng;Full nội thất;14/03/2026;0;0;0;0;1;0;Phường Đa Kao;Quận 1;0,222222
10653;247,3;65,0;10;10;Sổ riêng;Full nội thất;14/03/2026;1;0;0;0;1;0;Phường 14;Bình Thạnh;0,262839
10654;420,0;23,52;4;4;Sổ riêng;Không rõ;12/03/2026;1;0;0;0;0;1;Phường Phú Hữu;Thủ Đức;0,056
10655;100,0;4,85;8;3;Sổ riêng;Không rõ;14/03/2026;1;0;1;1;1;0;Xã Xuân Thới Sơn;Hóc Môn;0,0485
10656;180,0;17,6;3;2;Sổ riêng;Không rõ;14/03/2026;1;1;1;1;0;0;Phường Bình Trị Đông;Bình Tân;0,097778
10657;28,8;6,8;4;3;Sổ riêng;Không nội thất;12/03/2026;0;0;0;0;1;0;Phường 10;Quận 1;0,236111
10658;30,0;4,95;3;3;Sổ riêng;Không rõ;12/03/2026;0;0;1;0;1;0;Phường 15;Tân Bình;0,165
10659;102,0;20,196;4;3;Sổ riêng;Không rõ;12/03/2026;0;0;0;0;1;0;Phường Thạnh Mỹ Lợi;Thủ Đức;0,198
10660;54,0;6,6;3;3;Sổ riêng;Không rõ;11/03/2026;0;0;0;0;1;0;Phường Thạnh Lộc;Quận 1;0,122222
10661;36,0;8,2;4;3;Sổ riêng;Không rõ;12/03/2026;1;1;0;1;1;0;Phường 4;Quận 3;0,227778
10662;29,0;5,7;4;3;Sổ riêng;Full nội thất;26/03/2026;0;1;1;0;1;1;Phường 8;Quận 4;0,196552
10663;22,0;2,8;3;3;Sổ riêng;Nội thất cơ bản;14/03/2026;0;0;0;0;1;0;Phường 13;Quận 1;0,127273
10664;80,0;6,95;3;2;Sổ riêng;Nội thất cơ bản;14/03/2026;0;0;0;0;0;0;Phường 15;Gò Vấp;0,086875
10665;60,0;7,4;4;3;Sổ riêng;Không rõ;14/03/2026;0;0;0;0;1;0;Phường 3;Gò Vấp;0,123333
10666;109,0;6,5;3;2;Sổ riêng;Không rõ;12/03/2026;1;0;0;0;0;0;Phường Long Trường;Thủ Đức;0,059633
10667;54,0;7,6;6;4;Sổ riêng;Full nội thất;14/03/2026;0;0;1;0;1;0;Phường 4;Gò Vấp;0,140741
10668;48,0;2,9;2;1;Sổ riêng;Full nội thất;11/03/2026;0;0;1;1;0;0;Phường 16;Quận 1;0,060417
10669;40,0;4,85;2;2;Sổ riêng;Full nội thất;14/03/2026;1;0;1;1;1;0;Phường 7;Gò Vấp;0,12125
10670;30,0;6,3;3;3;Hợp đồng mua bán;Full nội thất;14/03/2026;0;0;0;0;1;0;Phường 7;Tân Bình;0,21
10671;52,0;5,6;3;2;Sổ riêng;Full nội thất;14/03/2026;0;0;0;0;0;0;Phường 17;Gò Vấp;0,107692
10672;58,0;3,25;2;2;Sổ riêng;Không rõ;11/03/2026;0;1;1;1;0;0;Phường 16;Quận 1;0,056034
10673;149,0;13,4;4;5;Sổ riêng;Không rõ;26/03/2026;1;1;1;1;1;1;Phường Tăng Nhơn Phú A;Thủ Đức;0,089933
10674;100,0;45,0;4;3;Sổ riêng;Không rõ;12/03/2026;1;0;0;0;1;0;Phường Thạnh Mỹ Lợi;Thủ Đức;0,45
10675;73,87;5,8;2;2;Sổ riêng;Full nội thất;12/03/2026;0;0;0;0;0;0;Phường Long Bình;Thủ Đức;0,078516
10676;44,7;4,9;3;2;Sổ riêng;Nội thất cơ bản;11/03/2026;0;0;1;0;1;0;Phường 10;Tân Bình;0,10962
10677;70,0;17,45;5;3;Sổ riêng;Không rõ;11/03/2026;1;1;0;1;1;0;Phường 12;Quận 1;0,249286
10678;102,0;24,0;1;1;Sổ riêng;Không nội thất;14/03/2026;1;0;0;0;0;0;Phường 4;Tân Bình;0,235294
10679;229,7;31,0;4;3;Sổ riêng;Full nội thất;11/03/2026;0;0;0;0;1;0;Phường An Phú;Thủ Đức;0,134959
